,Text,Sentiment Score,Sentiment Label
582,serunyabelajar    kkn           desa          tari          tiktok       https        co           dnrjhwylba,0.0,netral
583,jawafess          lucune        film          kkn           desa         tari         gawe         aksen        jowo         jogja       wkwkwk,0.0,netral
584,preciousorenji    moviemenfes   turut         persis        sih          kak          nnton        cuplik       sewu         dino        pas          kmren         nnton        kkn,0.0,netral
585,ajar              dr            kkn           desa          tari         gocek        nonton       sewu         dino         bioskop,0.0,netral
586,moviemenfes       udh           baca          thread        nya          sewu         dino         ti           klo          nntn        film         nya           sm           persis,0.0,netral
587,kkn               desa          tari          luwih         dowo         luwoh        medeni       md           pictures     x           livin        mandiri       https        co,0.0,netral
588,tandang           desa          wisata        tugu          utara        cisarua      bogor        sambut       tari         tugu        utara        asyik         https        co,0.0,netral
589,film              kalah         bagus         kkn           desa         tari         https        co           whpanm       z,0.0,netral
590,badarawuhi        gak           ikut          kutip         film         kkn          desa         tari         https        co          eronygrpdc,0.0,netral
591,kisah             kkn           desa          tari          ambil        kisah        nyata        mahasiswa    kkn          desa        tonton       https         co           nyioqarhhl,0.0,netral
592,usul              badarawuhi    film          kkn           desa         tari         doyan        wik          wik          penasran    film         tonton        https        co,0.0,netral
593,movie             kkn           desa          tari          full         movie        https        co           nyioqarhhl   lupa        like         share         follow,3.0,positif
594,disocnnect        ga            beraniiii     kkn           desa         tari         aja          ak           ga           berani      ntn,0.0,netral
595,moviemenfes       kkn           desa          tari          layak        tonton       bikin        versi        halah        halah       gin          doang,0.0,netral
596,kemaren           beli          large         cup           dark         chocolate    tetep        manis        kakak        pahit       banget       ingat         yg           kkn,0.0,netral
597,moviemenfes       kkn           desa          tari          ga           pntes        jdi          film         baik         indo,0.0,netral
598,gue               baca          thread        kkn           desa         tari         dengerinnn   mmm          nya          treasure    seruuuu      begeteee      vibesnya     ga,2.0,positif
599,moviemenfes       kkn           desa          tari          tuh          jelek        banget       bisa         dapet        tonton,0.0,netral
600,moviemenfes       wednesday     kkn           desa          tari         overhyped    wkwk,0.0,netral
601,ugm               fess          mengko        dadine        koyo         kkn          desa         tari,0.0,netral
602,moviemenfes       kkn           desa          tari          overrated,0.0,netral
603,harga             tiket         bioskop       kkn           desa         tari,0.0,netral
604,film              kalah         bagus         kkn           desa         tari         https        co           whpanm       z,0.0,netral
605,badarawuhi        gak           ikut          kutip         film         kkn          desa         tari         https        co          eronygqro,0.0,netral
606,itzyejisu         rem           banding       kkn           desa         tari,0.0,netral
607,kisah             kkn           desa          tari          ambil        kisah        nyata        mahasiswa    kkn          desa        tonton       https         co           nyioqar,0.0,netral
608,tanyarlfes        gila          bgt           pas           part         gigit        kuping       honestly     gw           thread      horor        sewu          dino         horror,0.0,netral
609,kkn               desa          tari          luwih         dowo         luwih        medeni       gala         premiere     https       co           akiue         rrh,0.0,netral
610,usul              badarawuhi    film          kkn           desa         tari         doyan        wik          wik          penasran    film         tonton        https        co,0.0,netral
611,movie             kkn           desa          tari          full         movie        https        co           nyioqarhhl   lupa        like         share         follow,3.0,positif
612,kkn               desa          tari          luwih         dowo         luwih        medeni       alas         kuat         larang      widya        kkn           https        co,-1.0,negatif
613,sewu              dino          tanggap       cast          kkn          desa         tari         sewu         dino         https       co           ikk           fcgh         b,0.0,netral
614,kkn               desa          tari          luwih         dowo         luwih        medeni       seru         roadshow     bekas       slip         https         co           foksgecokv,-1.0,negatif
615,widya             main          desa          tari,0.0,netral
616,udah              selesai       baca          jujur         ya           experience   baca         rem          baca         kkn         desa         tari          sumpah       kkn,0.0,netral
617,jasmminne         yusufimronn   uler          desa          tari,0.0,netral
618,kkn               desa          tari          ga            nya          sewu         dino         anjir        real,0.0,netral
619,aaaaaa            mampus        rem           kkn           desa         tari         beneran      visual       bayang,0.0,netral
620,tanyakanrl        lagu          desa          tari,0.0,netral
621,kkn               desa          tari          luwih         dowo         luwih        medeni       seru         roadshow     bogor       https        co            gfeabnbiq,0.0,netral
622,desa              desa          tari,0.0,netral
623,tanyakanrl        klo           pas           lebaran       sih          nder         beres        lebaran      mlmnya       brg         sepupu       nonton        kkn          desa,0.0,netral
624,nsabdoellah       tanyarlfes    kalo          sih           mending      baca         thread       nya          kak          krn         baca         tu            ajak         berekspetasi,0.0,netral
625,batas             danilla       ost           kkn           desa         tari         https        co           nloghxpt,0.0,netral
626,bambinyayy        malem         biar          mistis        kayak        pilm         kkn          desa         tari,0.0,netral
627,lipaikecil        tanyarlfes    taxi          online        emang        cerita       kumpul       berangkat    kkn          bapak       cerita       cerita        bapak        cerita,0.0,netral
628,kevsentosa        lipaikecil    tanyarlfes    tau           simple       man          khusus       bwt          cerita       horor       base         true          story        karna,2.0,positif
629,tanyarlfes        rem           kkn           desa          tari,0.0,netral
630,kkn               desa          tari          luwih         dowo         luwih        medeni       badarawuhi   jadiin       wahyu       pasang       https         co           dch,0.0,netral
631,tanyarlfes        ga            minat         kecewa        kkn          desa         tari         produksi     md,0.0,netral
632,cerita            horor         kisah         nyata         kkn          desa         tari         https        co           chlbwmp     pv           filmhoror     kisahnyata   ceritahoror,0.0,netral
633,lipaikecil        tanyarlfes    gasih         yg            sadar        kkn          desa         tari         tuh          cerita      bgt          cerita        see          see,0.0,netral
634,vouyagerd         oh            iya           mkn           desa         tari         booming      bgt          tau          yg,0.0,netral
635,kkn               desa          tari,0.0,netral
636,thing             like          kkn           desa          tari         soundtrack   https        co           sq           w           gm,2.0,positif
637,moonnasabit       baca          nonton        kkn           desa         tari         g,0.0,netral
638,songkere          vivacoid      wkwkwk        akun          yg           dlu          rara         tutup        benernya     buka        twitter      cm            ikut         simpleman,0.0,netral
639,tanyarlfes        trauma        ekspektasi    patah         kkn          desa         tari,-3.0,negatif
640,lipaikecil        tanyarlfes    kkn           desa          tari         film         udah         ready        threadnya    sumber      orang        dalem         bioskop      ngurusin,0.0,netral
641,yyunhoateez       anjrit        semangat      mahasiswa     unhar        kknnya       moga         dapet        desa         tari        main         dance         ateez,0.0,netral
642,winterb           clov          iya           skeptis       semenjak     kkn          desa         tari         isi          cerita      kek          emg           fiksi        sampai,0.0,netral
643,haaanchooo        gara          desa          tari          mikir        akun         isi          sebenernya   scenario     film        kisah        nyata,0.0,netral
644,event             kali          judul         kkn           gak          desa         tari         yeyyy,0.0,netral
645,film              kalah         bagus         kkn           desa         tari         https        co           whpanm       z,0.0,netral
646,lipaikecil        tanyarlfes    kkn           desa          tari         nyata        badarawuhi   ad           udh          cek         tkp          sewu          dino         jg,0.0,netral
647,tanyarlfes        rem           kkn           desa          tari         sih          asli,0.0,netral
648,tanyarlfes        reall         rem           bgtt          kkn          desa         tari         gada         nya          seremm,0.0,netral
649,badarawuhi        gak           ikut          kutip         film         kkn          desa         tari         https        co          eronygrpdc,0.0,netral
650,tanyarlfes        udaaaaah      inget         bgt           puasa        nunggu       sahur        iseng        baca         rem         sewu         dino          kkn          desa,0.0,netral
651,foreverlovyoun    wkwkkw        bener         percis        kkn          desa         tari         sih          skenario     gin         males        bgt,0.0,netral
652,unpopular         opinion       baca          sewu          dina         gk           merinding    pas          baca         kkn         desa         tari          mgkn         krna,0.0,netral
653,jangmifleur       lipaikecil    tanyarlfes    iya           mbak         kkn          desa         tari         sewu         dino        tulis        simple        man          fiksi,0.0,netral
654,ga                kapok         kkn           desa          tari,0.0,netral
655,tanyarlfes        bentar        cerita        dri           simple       man          fiksi        nyata        gue          percaya     kkn          desa          tari,0.0,netral
656,kkn               desa          tari          tidur,0.0,netral
657,moviemenfes       kkn           desa          tari,0.0,netral
658,kisah             kkn           desa          tari          ambil        kisah        nyata        mahasiswa    kkn          desa        tonton       https         co           nyioqarhhl,0.0,netral
659,kkn               desa          tari          luwih         dowo         luwih        medeni       seru         roadshow     malaysia    https        co            dy           w,0.0,netral
660,usul              badarawuhi    film          kkn           desa         tari         doyan        wik          wik          penasran    film         tonton        https        co,0.0,netral
661,cw                kkn           desa          tari          crossover    horror       disturbing   cerita       mimpi        ku          tau          kwak          jih          blio,-2.0,negatif
662,movie             kkn           desa          tari          full         movie        https        co           nyioqarhhl   lupa        like         share         follow,3.0,positif
663,tari              lengger       maut          indomovie     desa         pageralas    gempar       satu         warga        hilang      misterius    yg            sama         dr,0.0,netral
664,kkn               desa          tari          luwih         dowo         luwih        medeni       seru         roadshow     singapore   https        co            lie          kd,0.0,netral
665,kkn               desa          tari,0.0,netral
666,bina              citer         ape           tu             bina        yg           tari         nari         pastu        kena        kacau        tu            nak          tengok,0.0,netral
667,harga             tiket         bioskop       kkn            desa        tari,0.0,netral
668,tomholliee        radenn        mas           recehtapisayng dongeng     handal       aja          biar         film         kek         kkn          desa          tari         https,0.0,netral
669,kkn               desa          tari,0.0,netral
670,movie             aja           drakor        ak            jg           ngantuk      itaewon      class        ngantuk      start       ngantuk      kkn           desa         tari,0.0,netral
671,pas               jd            bopung        pas           kkn          desa         tari         https        co           dhzvixlgn,0.0,netral
672,custodeidan       buka          hp            nyalain       instalive    judul        livestream   kkn          desa         tari,0.0,netral
673,moviemenfes       kkn           desa          tari,0.0,netral
674,daoielle          buset         pkl           desa          tari         yaa,0.0,netral
675,,0.0,netral
676,mvs           yg              udah         direncanain   bareng      mantan       pas              film         tayang       keburu      pegat        sender      kkn         desa,0.0,netral
677,tantidisini   desa            tari,0.0,netral
678,habis         ngrobrol        karna        mas           heran       sen          acara            temen        kuliah       mba         main         iya         temen       kkn,0.0,netral
679,film          kalah           bagus        kkn           desa        tari         https            co           whpanm       z,0.0,netral
680,badarawuhi    gak             ikut         kutip         film        kkn          desa             tari         https        co          eronygrpdc,0.0,netral
681,kisah         kkn             desa         tari          ambil       kisah        nyata            mahasiswa    kkn          desa        tonton       https       co          nyioqarhhl,0.0,netral
682,usul          badarawuhi      film         kkn           desa        tari         doyan            wik          wik          penasran    film         tonton      https       co,0.0,netral
683,movie         kkn             desa         tari          full        movie        https            co           nyioqarhhl   lupa        like         share       follow,3.0,positif
684,alam          ruh             astral       plane         alam        barzakh      alam             akhirat      khodam       alam        ruh          cmiiw       ramadan     annohegirae,0.0,netral
685,kkn           d               sa           tari,0.0,netral
686,gembuie       kaya            kemarin      nuntut        ilmu        desa         tari,0.0,netral
687,kenal         farrel          ayodhia      yusuf         teliti      pengaruh     media            sosial       pasar        sukses      film         kkn         desa        tari,0.0,netral
688,nonton        kkn             desa         tari          telat       wkwk,0.0,netral
689,sweetleah     tari            desa         tari,0.0,netral
690,kayana        kenal           yuk          sosok         budaya      kali         irwanda          putra        seniman      tari        latih        kirab       budaya      desa,0.0,netral
691,link          nonton          kkn          desa          tari        telegram     aman             jalantikus   https        co          olxp         wddc,0.0,netral
692,undipmenfess  desa            tari,0.0,netral
693,kkn           desa            tari         alur          cerita      yg           lompat           untung       juta         tonton      bioskop      https       co          vi,0.0,netral
694,mohneymaloloh suryaps         agusyudhoyonongweri        desa        tari         jilid,0.0,netral
695,film          kalah           bagus        kkn           desa        tari         https            co           whpanm       z,0.0,netral
696,last          least           film         indonesia     laku        bioskop      versi            extended     nya          kkn         desa         tari        luwih       dowo,0.0,netral
697,badarawuhi    gak             ikut         kutip         film        kkn          desa             tari         https        co          eronygrpdc,0.0,netral
698,schaleadea    kak             sasya        emang         desa        desa         tari             ya,0.0,netral
699,kisah         kkn             desa         tari          ambil       kisah        nyata            mahasiswa    kkn          desa        tonton       https       co          nyioqarhhl,0.0,netral
700,usul          badarawuhi      film         kkn           desa        tari         doyan            wik          wik          penasran    film         tonton      https       co,0.0,netral
701,movie         kkn             desa         tari          full        movie        https            co           nyioqarhhl   lupa        like         share       follow,3.0,positif
702,lee           zii             jia          new           dancer      badarawuhi   kkn              desa         tari         https       co           zxoxb       u           jg,0.0,netral
703,moviemenfes   kkn             desa         tari          nder        bumi         manusia          bagus        banget       nonton,0.0,netral
704,moviemenfes   kkn             desa         tari          wkwkw,0.0,netral
705,moviemenfes   kkn             desa         tari          shutter     island       fight            club         marriage     story,-1.0,negatif
706,tanyakanrl    tuju            sma          thread        kkn         desa         tari             film,0.0,netral
707,masmaskacamatadesa            tari,0.0,netral
708,nct           menfess         ga           rem           isi         ngakak       dream            kkn          desa         tari        tuh          gw          nonton      ngakak,1.0,positif
709,evrythingokei ndek            desa         tari          ta,0.0,netral
710,rumahidaman      kkn          desa         tari,0.0,netral
711,moharyz          tp           muka         paksa         reminds     kkn          desa             tari,0.0,netral
712,mitsumuichi      kuro         stark        hishangchi    sync        xahltam      memefess         kkn          desa         tari        pfftt,0.0,netral
713,dhat             sinden       kkn          kit           official    audio        kkn              desa         tari         https       co           nyba        wtz,0.0,netral
714,danilla          batas        ost          kkn           desa        tari         https            co           sfch         kwjen,0.0,netral
715,baru             primevideo   qodrat       maret         induk       gajah        season           maret        srimulat     hil         mustahal     babak       maret       sassy,0.0,netral
716,ririastria       pegi         banyuwangi   kkn           desa        tari,0.0,netral
717,suddenly         remember     moment       dreamies      went        kkn          desa             tari         haunted      house       https        co          l           pw,-2.0,negatif
718,bring            back         nct          dream         wahana      kkn          desa             tari         https        co          nh           rmm         e,1.0,positif
719,danilla          batas        ost          kkn           desa        tari         bts              mv           behind       song        music        video       https       co,0.0,netral
720,film             kalah        bagus        kkn           desa        tari         https            co           whpanm       z,0.0,netral
721,ngakak           liat         story        wa            dr          gianne       rumah            kkn          desa         tari        barutau      gunung      kidul       https,0.0,netral
722,tonton           film         kkn          desa          tari        versi        versi            extended     bioskop      mohon       sedia        isi         kuisoner    terima,0.0,netral
723,bantu            farrel       lulus        tolong        bantu       farrel       lulus            kenal        farrel       ayodhia     yusuf        teliti      pengaruh    media,0.0,netral
724,badarawuhi       gak          ikut         kutip         film        kkn          desa             tari         https        co          eronygrpdc,0.0,netral
725,yuk              yuk          sebentar     ketemu        ayu         desa         tari             https        co           fcivit      iyp,0.0,netral
726,nungguin         jala         wahyu        kkn           desa        tari         https            co           nvd          igijx,0.0,netral
727,kisah            kkn          desa         tari          ambil       kisah        nyata            mahasiswa    kkn          desa        tonton       https       co          nyioqarhhl,0.0,netral
728,moviemenfes      kkn          desa         tari          uncut       extended     director         exclusive    never        seen        footage      hidden      eater       egg,2.0,positif
729,usul             badarawuhi   film         kkn           desa        tari         doyan            wik          wik          penasran    film         tonton      https       co,0.0,netral
730,dewa             lagu         batas        hasil         bikin       merinding    reaction         music        video        ost         kkn          desa        tari        https,0.0,netral
731,movie            kkn          desa         tari          full        movie        https            co           nyioqarhhl   lupa        like         share       follow,3.0,positif
732,batas            danilla      hasil        bikin         merinding   kkn          desa             tari         short        https       co           dpxawekxp,0.0,netral
733,moviemenfes      kkn          desa         tari,0.0,netral
734,danilla          lafa         tantang      main          sambung     lirik        ost              kkn          desa         tari        sambung      lirik       challenge   https,-1.0,negatif
735,danilla          ggung        kalah        main          sambung     lirik        ost              kkn          desa         tari        short        https       co          ptfgqfcpiq,0.0,netral
736,mukkbangkeong    worksfess    rem          cerita        kak         kkn          desa             tari         kalah,0.0,netral
737,dengerin         pake         headset      aja           keren       pake         dolby            atmos        ost          kkn         desa         tari        short       https,0.0,netral
738,gokil            bagus        music        video         batas       danilla      reaction         music        video        ost         kkn          desa        tari        https,0.0,netral
739,moviemenfes      sorry        bgt          kkn           desa        tari,-1.0,negatif
740,moviemenfes      qodrat       kkn          desa          tari        allah        gw               g            ridho        lillahita   ala          nonton      film        trash,0.0,netral
741,moviemenfes      kkn          desa         tari          extended    uncut        director         cut          deluxe       edition,-1.0,negatif
742,dengar           openingnya   aja          langsung      merinding   ost          kkn              desa         tari         short       https        co          h           zhz,0.0,netral
743,harga            tiket        bioskop      kkn           desa        tari,0.0,netral
744,jujur            takut        liat         rem           kkn         desa         tari,0.0,netral
745,prastiwiindras   kkn          desa         tari,0.0,netral
746,rem              aulia        sarah        aneh          dengar      alu          sinden           ost          kkn          desa        tari         https       co          okfhvefu,0.0,netral
747,asa              uji          nyali        dengerin      alu         sinden       dhat             ost          kkn          desa        tari         https       co          drjuwoaxj,0.0,netral
748,pikir            hokage       desa         tari          ya,0.0,netral
749,merinding        gak          kuat         dengerin      sampe       habis        dhat             kit          ost          kkn         desa         tari        https       co,0.0,netral
750,mojokdotco       ashiapman    kkn          desa          tari,0.0,netral
751,littlemoon       kkn          desa         tari,0.0,netral
752,mvs              kkn          desa         tari          versi       extended     tayang           april        prime        excited     https        co          ndlf        ea,3.0,positif
753,temu             badarawuhi   desa         tari          kkn         desa         tari             luwih        dowo         luwih       medeni       tayang      mei         primevideoid,0.0,netral
754,temu             badarawuhi   desa         tari          kkn         desa         tari             luwih        dowo         luwih       medeni       tayang      mei         primevideoid,0.0,netral
755,temu             badarawuhi   desa         tari          kkn         desa         tari             luwih        dowo         luwih       medeni       tayang      mei         primevideoid,0.0,netral
756,temu             badarawuhi   desa         tari          kkn         desa         tari             luwih        dowo         luwih       medeni       tayang      mei         primevideoid,0.0,netral
757,bikin            trit         buk          biar          ti          yg           jadiin           lem          kayak        kkn         desa         tari,0.0,netral
758,film             kalah        bagus        kkn           desa        tari         https            co           whpanm       z,0.0,netral
759,badarawuhi       gak          ikut         kutip         film        kkn          desa             tari         https        co          eronygrpdc,0.0,netral
760,wviinteo         kkn          desa         tari,0.0,netral
761,chatgpt          store        data         indonesian    autobase    gives        misinformation   answer       put          wikipedia   including    also        unique      case,-2.0,negatif
762,paltiwest        desa         tari         sih,0.0,netral
763,sewu             dino         beneran      bikin         gue         bayang       bayang           mulu         anjir        btw         gara         kkn         desa        tari,0.0,netral
764,kisah            kkn          desa         tari          ambil       kisah        nyata            mahasiswa    kkn          desa        tonton       https       co          nyioqarhhl,0.0,netral
765,usul             badarawuhi   film         kkn           desa        tari         doyan            wik          wik          penasran    film         tonton      https       co,0.0,netral
766,movie            kkn          desa         tari          full        movie        https            co           nyioqarhhl   lupa        like         share       follow,3.0,positif
767,kit              dhat         official     lyric         video       ost          kkn              desa         tari         https       co           hrnha       gyoo,0.0,netral
768,jujur            hari         mikir        desa          tari        yg           kkn              desa         tari         astaga      https        co          arbljwd     bx,0.0,netral
769,ccaoca           kkn          desa         tari          season,0.0,netral
770,tanyakanrl       kkm          desa         tari,0.0,netral
771,kit              dhat         bedah        lirik         ost         kkn          desa             tari         https        co          yuormrjew,0.0,netral
772,anakpanadol      merinding    darl         keinget       scene       kkn          desa             tari         yg           tiba        nari         hutan       malam,0.0,netral
773,lanjut           tonton       kkn          desa          tari        emut         pocky,0.0,netral
774,gyuqxka          kyk          kkn          desa          tari,0.0,netral
775,icafasih         syuting      kkn          desa          tari        wkwk,0.0,netral
776,nctzenbase       byangin      ntar         jaemin        kluar       dri          rumah            hantu        baju         udah        compang      camping     krna        tarik,0.0,netral
777,film             indonesia    tayang       prime         video       ramadhan     qodrat           induk        gajah        srimulat    hil          mustahal    sassy       girl,0.0,netral
778,kkn              desa         tari         juta          tonton      tahun        telah,0.0,netral
779,nus              coming       prime        video         qodrat      mar          induk            gajah        mar          srimulat    hil          mustahal    mar         sassy,0.0,netral
780,yumewune         tau          ah           kkn           desa        tari         becomes          top          grossing     film        indo         skrg        org         kek,2.0,positif
781,tanyarlfes       cerita       simplem      sinpenulis    kkn         desa         tari,0.0,netral
782,malvin           juan         tanyakanrl   bener         sih         bang         kemungki         ting         gak          percaya     orang        kayak       film        gw,0.0,netral
783,ardhitya         tio          arep         nyaingi       kkn         desa         tari             dadi         kkn          desa,0.0,netral
784,upanpuan         tanyarlfes   backsound    kkn           desa        tari         pas              iku,0.0,netral
785,moviemenfes      nonton       kkn          desa          tari        doang,0.0,netral
786,hochiolatte      msh          kaya         sih           viral       nya          bareng           kkn          desa         tari        tp           lupa        akun        yg,0.0,netral
787,,0.0,netral
788,pecah             warkop          dki           reborn       juta         tonton        kkn          desa          tari         juta        tonton,0.0,netral
789,shinemahae        adhityoagam     tanyarlfes    lho          uy           tulis         kkn          desa          tari         sewu        dino         sewu        kali         rem,0.0,netral
790,seribuanaja       awisuryadi      barangkali    minat        kkn          desa          tari         pt            bang,0.0,netral
791,nojakapan         sakit           hati          kalo         dipake       bangkit       listrik      tenaga        surya        udh         rang         tapak       tilas        desa,0.0,netral
792,tu                kali            baca          thread       simple       man           kkn          desa          tari         ituu        rem          bgtt        trus         abis,0.0,netral
793,kuda              kepang          seram         kkn          desa         tari          tu           cerita        dikffkak,0.0,netral
794,desa              banyuwangi      rapopo        kkn          desa         tari          lesgo,0.0,netral
795,jenohukum         desa            tari,0.0,netral
796,kerja             minionsnya      simpleman     horor        yg           booming       lg           kaya          kkn          desa        tari         goblok,0.0,netral
797,ubsansfess        desa            tari          nder,0.0,netral
798,sambut            ramadan         keliling      sungkem      sinema       lokal         ustadz       qodrat        kkn          desa        tari         leuwih      dowo         leuwih,0.0,netral
799,film              kalah           bagus         kkn          desa         tari          https        co            whpanm       z,0.0,netral
800,kkn               desa            tari          extended     version      tayang        prime        video         mei          ti          https        co          jurhvkwbph,0.0,netral
801,peaarrlyyy        kkn             desa          tari,0.0,netral
802,badarawuhi        gak             ikut          kutip        film         kkn           desa         tari          https        co          eronygrpdc,0.0,netral
803,wafahusain        ubsansfess      camat         kkn          desa         tari          wkwk,0.0,netral
804,ubsansfess        kelompok        desa          tari,0.0,netral
805,anj               dapet           kkn           banyuwangi   kkn          desa          tari         ril           kah,0.0,netral
806,review            konten          viral         kkn          desa         tari          milik        nessie        jugde        nerror      link         https       co           ec,0.0,netral
807,kisah             kkn             desa          tari         ambil        kisah         nyata        mahasiswa     kkn          desa        tonton       https       co           nyioqarhhl,0.0,netral
808,usul              badarawuhi      film          kkn          desa         tari          doyan        wik           wik          penasran    film         tonton      https        co,0.0,netral
809,movie             kkn             desa          tari         full         movie         https        co            nyioqarhhl   lupa        like         share       follow,3.0,positif
810,theonlykiaz       tanyarlfes      mikir         aja          make         logika        cerita       kek           gin          tuh         banget       tebar       sosmed       jatuh,0.0,netral
811,tanyarlfes        inget           film          sewu         dino         lanjut        kkn          desa          tari,0.0,netral
812,trus              random          bacain        thread       wkwkk        seru          jg           kaya          pas          baca        cerita       kkn         desa         tari,0.0,netral
813,cite              pulau           tu            x            byk          jumpscare     mcm          kkn           desa         tari        vibe         seram       ok           tp,0.0,netral
814,myjeongooo        indomyfess      dancer        desa         tari         iye           kalik,0.0,netral
815,list              film            horror        tonton       bioskop      since         conjuring    kkn           desa         tari        maghrib      udah        ya           kalo,0.0,netral
816,ted               kho             piokharisma   tuju         aksen        jawa          aktor        aktris        film         kkn         desa         tari        ganggu       bgt,0.0,netral
817,moviemenfes       kkn             desa          tari,0.0,netral
818,film              kalah           bagus         kkn          desa         tari          https        co            whpanm       z,0.0,netral
819,badarawuhi        gak             ikut          kutip        film         kkn           desa         tari          https        co          eronygrpdc,0.0,netral
820,kisah             kkn             desa          tari         ambil        kisah         nyata        mahasiswa     kkn          desa        tonton       https       co           nyioqarhhl,0.0,netral
821,usul              badarawuhi      film          kkn          desa         tari          doyan        wik           wik          penasran    film         tonton      https        co,0.0,netral
822,harga             tiket           kkn           desa         tari,0.0,netral
823,movie             kkn             desa          tari         full         movie         https        co            nyioqarhhl   lupa        like         share       follow,3.0,positif
824,oke               review          kkn           desa         tari         peti          film         rilis         sayang       pan         https        co          fauglpd      ceritahoror,0.0,netral
825,tanyarlfes        santet          sunrise       java         desa         tari,0.0,netral
826,tanyarlfes        thread          kkn           desa         tari,0.0,netral
827,padukakolorijo    kosple          kkn           desa         tari         kak,0.0,netral
828,tanyarlfes        santet          ujung         jawa         kkn          desa          tari,0.0,netral
829,tanyarlfes        baca            thread        kkn          desa         tari,0.0,netral
830,ambil             batang          cigaret       usir         penat        dingin        desa         glagah        angin        tiup        terpa        pepoho      depan        rumah,0.0,netral
831,kyaiahy           kkn             desa          tari,0.0,netral
832,firdaustaicho     hezerisamsuri   mcm           scene        kkn          desa          tari,0.0,netral
833,kkn               desa            tari          film         film         horor         indonesia    rekor         tonton       https       co           ppfwtpggp,0.0,netral
834,masnovaa          liat            komen         komennya     jd           ngebayangin   wik          wik           tengah       hutan       dalem        tendam      ntar         kena,0.0,netral
835,kisah             kkn             desa          tari         angkat       layar         lebar        https         co           j           u            hyqyj,0.0,netral
836,md                pictures        angkat        kisah        kkn          desa          tari         layar         lebar        https       co           p           nddtrahm,0.0,netral
837,sosok             simpleman       rahasia       kkn          desa         tari          https        co            f            hdg         nsjv,0.0,netral
838,dandhy            laksono         cucukdonartononek          antagonise   beda          teh          ketoe         kkn          desa        tari         ki,0.0,netral
839,collegemenfess    kkn             tempat        yg           gaada        sinyal        wkwk         masuk         hutan        bilang      desa         hutan       pas          survey,0.0,netral
840,film              kalah           bagus         kkn          desa         tari          https        co            whpanm       z,0.0,netral
841,badarawuhi        gak             ikut          kutip        film         kkn           desa         tari          https        co          eronygrpdc,0.0,netral
842,scaraameowz       desa            tari,0.0,netral
843,kisah             kkn             desa          tari         ambil        kisah         nyata        mahasiswa     kkn          desa        tonton       https       co           nyioqarhhl,0.0,netral
844,mimpi             mlm             td            jln          bal          jd            kes          kkn           desa         tari        subuh,0.0,netral
845,usul              badarawuhi      film          kkn          desa         tari          doyan        wik           wik          penasran    film         tonton      https        co,0.0,netral
846,kkn               desa            tari          gentayang    layar        lebar         https        co            chbqw,0.0,netral
847,movie             kkn             desa          tari         full         movie         https        co            nyioqarhhl   lupa        like         share       follow,3.0,positif
848,nextjack          scenariese      magurameudin abeduh        sih          kkn           desa         tari          gak          ngeh,0.0,netral
849,moviemenfes       kkn             desa          tari,0.0,netral
850,moviemenfes       kkn             desa          tari         anjir        bgt,0.0,netral
851,,0.0,netral
852,added             new             video        kkn           desa         tari          background   metal         https        co          ufbiqi       ur          video        https,0.0,netral
853,sseongbe          oh              manoj        punjabi       ajak         main          kkn          desa          tari         jgn,0.0,netral
854,psycheax          desa            tari         ga,0.0,netral
855,kkn               desa            tari         sewu          dino         itula         prik         bgt           kaya         rewatch     kkn          dikit       dikit        huaoooo,0.0,netral
856,film              kalah           bagus        kkn           desa         tari          https        co            whpanm       z,0.0,netral
857,wahh              iki             cerita       yg            turut        ngga          kalah        epic          dr           kkn         desa         tari        mantul       cc,0.0,netral
858,badarawuhi        gak             ikut         kutip         film         kkn           desa         tari          https        co          eronygrpdc,0.0,netral
859,kkn               desa            tari         adegan        nya          ngga,0.0,netral
860,keluarga          bawa            anak         gua           tonton       tu            banyak       film          horror       anak        kecil        tk          umur         gua,0.0,netral
861,latiefahnfauzi    kochengfs       rasuk        setan         tari         desa          kkn          kah,0.0,netral
862,kisah             kkn             desa         tari          ambil        kisah         nyata        mahasiswa     kkn          desa        tonton       https       co           nyioqarhhl,0.0,netral
863,yg                per             ko           beda          ya           yg            puter        kkn           desa         tari        uncut        kemarin,0.0,netral
864,usul              badarawuhi      film         kkn           desa         tari          doyan        wik           wik          penasran    film         tonton      https        co,0.0,netral
865,movie             kkn             desa         tari          full         movie         https        co            nyioqarhhl   lupa        like         share       follow,3.0,positif
866,simplem           mas             maaf         nih           nonton       kkn           desa         tari          streaming    platform    sih          yg          film         akurat,0.0,netral
867,moviemenfes       kkn             desa         tari,0.0,netral
868,boxofficemovie    smoga           kemas        eksekusi      keren        ya            sm           directornya   jgn          kyk         kkn          desa        tari         scene,0.0,netral
869,driver            paham           pandang      lihat         dua          orang         asli         sidoarjo      pandang      janggal     pikir        bayang      kisah        desa,0.0,netral
870,starfess          nct             suka         nari          saman        blusukan      bantar       gebang        makan        klepon      bus          tingkat     nonton       kkn,0.0,netral
871,askrlfess         kkn             desa         tari          wkwkk        untung        gak          nonton        bioskop,0.0,netral
872,masuk             ranah           horror       efek          serasa       nonton        trilogi      danur         kkn          desa        tari         kepala      pusing       jumpscare,0.0,netral
873,sunookig          sunghooj        wocpil       tolong        ajar         gua           ngedance     ngedance      desa         tari,0.0,netral
