Tweet_Tokens,Subjectivity,Polarity,Analysis
cerita lengkap kkn desa tari versi widya nur https co lt kg j rw blog horor kkndesapenari kkn ceritahoror hororstory viral viralindo mistis ceritaserem ceritahorror,0.0,0.0,netral
banyuwangi bom tanda john wick muncul fungsi bioskop apaaaa kkn desa tari bulan bioskop gilir film yg bagus gak,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
sbyfess baca threadnya horor ya kkn desa tari kalo dasar thread,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kkn desa tari press conference launching official poster trailer https co crpndmwo,0.0,0.0,netral
blackpink really giving kkn desa tari vibe horror movie vibee,0.2,0.2,positif
harga tiket plunyon kalikuning lokasi syuting kkn desa tari klik baca https co nurekb g kompascom baca berita iklan https co jskdfhlqh download aplikasi https co z ffia https co scdgglwjbn,0.0,0.0,netral
blinkmf oosir desa tari,0.0,0.0,netral
serunyabelajar kkn desa tari tiktok https co dnrjhwylba,0.0,0.0,netral
jawafess lucune film kkn desa tari gawe aksen jowo jogja wkwkwk,0.0,0.0,netral
preciousorenji moviemenfes turut persis sih kak nnton cuplik sewu dino pas kmren nnton kkn desa tari yg extended cm bayang rumah rumah pencil hutan tp yg film rumah org kaya jawa kuno gtu gede tp utk adegan rem bgt turut yg kkn versi cont,0.0,0.0,netral
ajar dr kkn desa tari gocek nonton sewu dino bioskop,0.0,0.0,netral
moviemenfes udh baca thread nya sewu dino ti klo nntn film nya sm persis ky yg thread ngga ya kkn desa tari jg gue sm persis jd ga bikin tegang gitu,0.0,0.0,netral
kkn desa tari luwih dowo luwoh medeni md pictures x livin mandiri https co enyw cu,0.0,0.0,netral
tandang desa wisata tugu utara cisarua bogor sambut tari tugu utara asyik https co dxmsvnvdgn,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
disocnnect ga beraniiii kkn desa tari aja ak ga berani ntn,0.0,0.0,netral
moviemenfes kkn desa tari layak tonton bikin versi halah halah gin doang,0.0,0.0,netral
kemaren beli large cup dark chocolate tetep manis kakak pahit banget ingat yg kkn desa tari kopi ga pake gula seruput aja mba yg rasuk,0.41428571428571426,0.03214285714285714,positif
moviemenfes kkn desa tari ga pntes jdi film baik indo,0.0,0.0,netral
gue baca thread kkn desa tari dengerinnn mmm nya treasure seruuuu begeteee vibesnya ga rem nyaa wkwk,0.0,0.0,netral
moviemenfes kkn desa tari tuh jelek banget bisa dapet tonton,0.0,0.0,netral
moviemenfes wednesday kkn desa tari overhyped wkwk,0.0,0.0,netral
ugm fess mengko dadine koyo kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari overrated,0.0,0.0,netral
harga tiket bioskop kkn desa tari,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygqro,0.0,0.0,netral
itzyejisu rem banding kkn desa tari,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqar sd,0.0,0.0,netral
tanyarlfes gila bgt pas part gigit kuping honestly gw thread horor sewu dino horror ketimbang kkn desa tari,0.9,0.6,positif
kkn desa tari luwih dowo luwih medeni gala premiere https co akiue rrh,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kkn desa tari luwih dowo luwih medeni alas kuat larang widya kkn https co lopz ucszc,1.0,-0.4,negatif
sewu dino tanggap cast kkn desa tari sewu dino https co ikk fcgh b,0.0,0.0,netral
kkn desa tari luwih dowo luwih medeni seru roadshow bekas slip https co foksgecokv,0.0,0.0,netral
widya main desa tari,0.3333333333333333,0.16666666666666666,positif
udah selesai baca jujur ya experience baca rem baca kkn desa tari sumpah kkn versi thread buku tuh rem banget baca sayang adaptasi film banget gak rem rem,0.0,0.0,netral
jasmminne yusufimronn uler desa tari,0.0,0.0,netral
kkn desa tari ga nya sewu dino anjir real,0.30000000000000004,0.2,positif
aaaaaa mampus rem kkn desa tari beneran visual bayang,0.0,0.0,netral
tanyakanrl lagu desa tari,0.0,0.0,netral
kkn desa tari luwih dowo luwih medeni seru roadshow bogor https co gfeabnbiq,0.0,0.0,netral
desa desa tari,0.0,0.0,netral
tanyakanrl klo pas lebaran sih nder beres lebaran mlmnya brg sepupu nonton kkn desa tari trs k c udh antri stg jam ngga gara antri parah smp ditelp smaa mama sepupu udh blm dikunciin pintu krna emang udh malem banget kek jam lbh,0.0,0.0,netral
nsabdoellah tanyarlfes kalo sih mending baca thread nya kak krn baca tu ajak berekspetasi dgn gambar sembari nungguin film rilis biokop tp takut kecewa krn thread yg baca sm film beda ajar kkn desa tari hmm,0.0,0.0,netral
batas danilla ost kkn desa tari https co nloghxpt,0.0,0.0,netral
bambinyayy malem biar mistis kayak pilm kkn desa tari,0.0,0.0,netral
lipaikecil tanyarlfes taxi online emang cerita kumpul berangkat kkn bapak cerita cerita bapak cerita kkn sempet tiada gara gara jadi kkn desa tari sebenernya gapercaya cont,0.0,0.0,netral
kevsentosa lipaikecil tanyarlfes tau simple man khusus bwt cerita horor base true story karna kkn desa tari sukses itu sdh brp th cerita film untung sewu dino kalo follow sm tau jd ttp sumber treat sm,0.669047619047619,-0.15000000000000002,negatif
tanyarlfes rem kkn desa tari,0.0,0.0,netral
kkn desa tari luwih dowo luwih medeni badarawuhi jadiin wahyu pasang https co dch oi,0.0,0.0,netral
tanyarlfes ga minat kecewa kkn desa tari produksi md,0.0,0.0,netral
cerita horor kisah nyata kkn desa tari https co chlbwmp pv filmhoror kisahnyata ceritahoror simanisjembatacol nyirorokidul pasarhantu gununglawu kuyang wewegombel lampor kkndesapenari https co xqv ad ttt,0.0,0.0,netral
lipaikecil tanyarlfes gasih yg sadar kkn desa tari tuh cerita bgt cerita see see judul kkn nya,0.0,0.0,netral
vouyagerd oh iya mkn desa tari booming bgt tau yg,0.0,0.0,netral
kkn desa tari,0.0,0.0,netral
thing like kkn desa tari soundtrack https co sq w gm,0.0,0.0,netral
moonnasabit baca nonton kkn desa tari g,0.0,0.0,netral
songkere vivacoid wkwkwk akun yg dlu rara tutup benernya buka twitter cm ikut simpleman sih gara dlu fenomenal bgt story kkn desa tari bikin twitter cm baca misteri yg macam males debat w benernya g nyangka aja komen nya pe gin,0.0,0.0,netral
tanyarlfes trauma ekspektasi patah kkn desa tari,0.0,0.0,netral
lipaikecil tanyarlfes kkn desa tari film udah ready threadnya sumber orang dalem bioskop ngurusin gala premiere film indo based true story ditambahin aja seru,0.575,0.275,positif
yyunhoateez anjrit semangat mahasiswa unhar kknnya moga dapet desa tari main dance ateez,0.3333333333333333,0.16666666666666666,positif
winterb clov iya skeptis semenjak kkn desa tari isi cerita kek emg fiksi sampai akan nyata,0.0,0.0,netral
haaanchooo gara desa tari mikir akun isi sebenernya scenario film kisah nyata,0.0,0.0,netral
event kali judul kkn gak desa tari yeyyy,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
lipaikecil tanyarlfes kkn desa tari nyata badarawuhi ad udh cek tkp sewu dino jg nyata rem rem pabrik gula karna situ setan emng beneran wkwkwk,0.0,0.0,netral
tanyarlfes rem kkn desa tari sih asli,0.0,0.0,netral
tanyarlfes reall rem bgtt kkn desa tari gada nya seremm,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
tanyarlfes udaaaaah inget bgt puasa nunggu sahur iseng baca rem sewu dino kkn desa tari,0.0,0.0,netral
foreverlovyoun wkwkkw bener percis kkn desa tari sih skenario gin males bgt,0.0,0.0,netral
unpopular opinion baca sewu dina gk merinding pas baca kkn desa tari mgkn krna ga bgitu paham cerita yg sewu dina,0.0,0.0,netral
jangmifleur lipaikecil tanyarlfes iya mbak kkn desa tari sewu dino tulis simple man fiksi asli nikmat,0.35714285714285715,0.0,netral
ga kapok kkn desa tari,0.0,0.0,netral
tanyarlfes bentar cerita dri simple man fiksi nyata gue percaya kkn desa tari,0.35714285714285715,0.0,netral
kkn desa tari tidur,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
kkn desa tari luwih dowo luwih medeni seru roadshow malaysia https co dy w xaokk,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
cw kkn desa tari crossover horror disturbing cerita mimpi ku tau kwak jih blio uler tuh mmg uler malem mimpi ketemu badarajihan trus si jay,0.8,-0.5,negatif
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
tari lengger maut indomovie desa pageralas gempar satu warga hilang misterius yg sama dr jati pindah desa tsb temu sukma tari lengger yg lantik https co utzsmstj v,0.0,0.0,netral
kkn desa tari luwih dowo luwih medeni seru roadshow singapore https co lie kd c j,0.0,0.0,netral
kkn desa tari,0.0,0.0,netral
bina citer ape tu bina yg tari nari pastu kena kacau tu nak tengok ni kkn desa tari https co etu cidizf,0.0,0.0,netral
harga tiket bioskop kkn desa tari,0.0,0.0,netral
tomholliee radenn mas recehtapisayng dongeng handal aja biar film kek kkn desa tari https co r pnic p,0.0,0.0,netral
kkn desa tari,0.0,0.0,netral
movie aja drakor ak jg ngantuk itaewon class ngantuk start ngantuk kkn desa tari ngantuk train dragon ngantuk,0.0,0.0,netral
pas jd bopung pas kkn desa tari https co dhzvixlgn,0.0,0.0,netral
custodeidan buka hp nyalain instalive judul livestream kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
daoielle buset pkl desa tari yaa,0.0,0.0,netral
mvs yg udah direncanain bareng mantan pas film tayang keburu pegat sender kkn desa tari,0.0,0.0,netral
tantidisini desa tari,0.0,0.0,netral
habis ngrobrol karna mas heran sen acara temen kuliah mba main iya temen kkn mas weh mba e kkn kkn desa tari hoo koyo dewi persik kae dewi persik main film kkn nuwun mas wes ajak ngobrol wkwk,0.3333333333333333,0.16666666666666666,positif
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
alam ruh astral plane alam barzakh alam akhirat khodam alam ruh cmiiw ramadan annohegirae supernaturalhorrorsleeperhits kkn desa tari https co xgcgzzyaud https co rb yblqpmu,0.0,0.0,netral
kkn d sa tari,0.0,0.0,netral
gembuie kaya kemarin nuntut ilmu desa tari,0.0,0.0,netral
kenal farrel ayodhia yusuf teliti pengaruh media sosial pasar sukses film kkn desa tari tonton film kkn desa tari bioskop bantu kknmovie https co agd pzxmpd,0.0,0.0,netral
nonton kkn desa tari telat wkwk,0.0,0.0,netral
sweetleah tari desa tari,0.0,0.0,netral
kayana kenal yuk sosok budaya kali irwanda putra seniman tari latih kirab budaya desa tuksongo yuk kayana saksi sudut pandang putra sang tari indonesiana tv maret wib sosokbudaya indonesianatv https co ioqa dehh,0.0,0.0,netral
link nonton kkn desa tari telegram aman jalantikus https co olxp wddc,0.0,0.0,netral
undipmenfess desa tari,0.0,0.0,netral
kkn desa tari alur cerita yg lompat untung juta tonton bioskop https co vi dncqncw,0.0,0.0,netral
mohneymaloloh suryaps agusyudhoyono ngweri desa tari jilid,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
last least film indonesia laku bioskop versi extended nya kkn desa tari luwih dowo luwih medeni hadir mei https co aet uhcff,0.23333333333333334,-0.15,negatif
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
schaleadea kak sasya emang desa desa tari ya,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
lee zii jia new dancer badarawuhi kkn desa tari https co zxoxb u jg,0.45454545454545453,0.13636363636363635,positif
moviemenfes kkn desa tari nder bumi manusia bagus banget nonton,0.0,0.0,netral
moviemenfes kkn desa tari wkwkw,0.0,0.0,netral
moviemenfes kkn desa tari shutter island fight club marriage story,0.0,0.0,netral
tanyakanrl tuju sma thread kkn desa tari film,0.0,0.0,netral
masmaskacamata desa tari,0.0,0.0,netral
nct menfess ga rem isi ngakak dream kkn desa tari tuh gw nonton ngakak bgt,0.0,0.0,netral
evrythingokei ndek desa tari ta,0.0,0.0,netral
rumahidaman kkn desa tari,0.0,0.0,netral
moharyz tp muka paksa reminds kkn desa tari,0.0,0.0,netral
mitsumuichi kuro stark hishangchi sync xahltam memefess kkn desa tari pfftt,0.6,-0.2,negatif
dhat sinden kkn kit official audio kkn desa tari https co nyba wtz,0.0,0.0,netral
danilla batas ost kkn desa tari https co sfch kwjen,0.0,0.0,netral
baru primevideo qodrat maret induk gajah season maret srimulat hil mustahal babak maret sassy girl april autobiography april miracle cell april hitmen april kkn desa tari luwih dowo luwih medeni mei,0.0,0.0,netral
ririastria pegi banyuwangi kkn desa tari,0.0,0.0,netral
suddenly remember moment dreamies went kkn desa tari haunted house https co l pw ecsuy,0.5,0.0,netral
bring back nct dream wahana kkn desa tari https co nh rmm e,0.0,0.0,netral
danilla batas ost kkn desa tari bts mv behind song music video https co bgfa zftzs,0.7,-0.4,negatif
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
ngakak liat story wa dr gianne rumah kkn desa tari barutau gunung kidul https co lnnz arzzh,0.0,0.0,netral
tonton film kkn desa tari versi versi extended bioskop mohon sedia isi kuisoner terima kasih kategori tonton film kkn desa tari bioskop uncut extended,0.8,-0.5,negatif
bantu farrel lulus tolong bantu farrel lulus kenal farrel ayodhia yusuf teliti pengaruh media sosial pasar sukses film kkn desa tari,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
yuk yuk sebentar ketemu ayu desa tari https co fcivit iyp,0.0,0.0,netral
nungguin jala wahyu kkn desa tari https co nvd igijx,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
moviemenfes kkn desa tari uncut extended director exclusive never seen footage hidden eater egg,0.5666666666666667,-0.3333333333333333,negatif
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
dewa lagu batas hasil bikin merinding reaction music video ost kkn desa tari https co jdjtbue ko,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
batas danilla hasil bikin merinding kkn desa tari short https co dpxawekxp,0.3,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
danilla lafa tantang main sambung lirik ost kkn desa tari sambung lirik challenge https co c rp br w,0.3333333333333333,0.16666666666666666,positif
danilla ggung kalah main sambung lirik ost kkn desa tari short https co ptfgqfcpiq,0.31666666666666665,0.08333333333333333,positif
mukkbangkeong worksfess rem cerita kak kkn desa tari kalah,0.0,0.0,netral
dengerin pake headset aja keren pake dolby atmos ost kkn desa tari short https co rbsppigxk,0.3,0.0,netral
gokil bagus music video batas danilla reaction music video ost kkn desa tari https co qr kcoch,0.0,0.0,netral
moviemenfes sorry bgt kkn desa tari,1.0,-0.5,negatif
moviemenfes qodrat kkn desa tari allah gw g ridho lillahita ala nonton film trash si bioskop,0.0,0.0,netral
moviemenfes kkn desa tari extended uncut director cut deluxe edition,0.8500000000000001,0.04999999999999999,positif
dengar openingnya aja langsung merinding ost kkn desa tari short https co h zhz oozd,0.3,0.0,netral
harga tiket bioskop kkn desa tari,0.0,0.0,netral
jujur takut liat rem kkn desa tari,0.0,0.0,netral
prastiwiindras kkn desa tari,0.0,0.0,netral
rem aulia sarah aneh dengar alu sinden ost kkn desa tari https co okfhvefu f,0.0,0.0,netral
asa uji nyali dengerin alu sinden dhat ost kkn desa tari https co drjuwoaxj,0.0,0.0,netral
pikir hokage desa tari ya,0.0,0.0,netral
merinding gak kuat dengerin sampe habis dhat kit ost kkn desa tari https co lzn kpdac,0.0,0.0,netral
mojokdotco ashiapman kkn desa tari,0.0,0.0,netral
littlemoon kkn desa tari,0.0,0.0,netral
mvs kkn desa tari versi extended tayang april prime excited https co ndlf ea,0.75,0.375,positif
temu badarawuhi desa tari kkn desa tari luwih dowo luwih medeni tayang mei primevideoid kkndidesapenari luwihdowoluwihmedeni kknmovie pichousefilms mdpictures mdentertainment primevideo https co nmly tioey,0.0,0.0,netral
temu badarawuhi desa tari kkn desa tari luwih dowo luwih medeni tayang mei primevideoid kkndidesapenari luwihdowoluwihmedeni kknmovie pichousefilms mdpictures mdentertainment primevideo https co cdaw bdxwm,0.0,0.0,netral
temu badarawuhi desa tari kkn desa tari luwih dowo luwih medeni tayang mei primevideoid kkndidesapenari luwihdowoluwihmedeni kknmovie pichousefilms mdpictures mdentertainment primevideo https co ai gc nzty,0.0,0.0,netral
temu badarawuhi desa tari kkn desa tari luwih dowo luwih medeni tayang mei primevideoid kkndidesapenari luwihdowoluwihmedeni kknmovie pichousefilms mdpictures mdentertainment primevideo https co eds bhno,0.0,0.0,netral
bikin trit buk biar ti yg jadiin lem kayak kkn desa tari,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
wviinteo kkn desa tari,0.0,0.0,netral
chatgpt store data indonesian autobase gives misinformation answer put wikipedia including also unique case well asked kkn desa tari answered misinformation,1.0,0.375,positif
paltiwest desa tari sih,0.0,0.0,netral
sewu dino beneran bikin gue bayang bayang mulu anjir btw gara kkn desa tari gue kambek twitter hiatus,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kit dhat official lyric video ost kkn desa tari https co hrnha gyoo,0.65,0.25,positif
jujur hari mikir desa tari yg kkn desa tari astaga https co arbljwd bx,0.0,0.0,netral
ccaoca kkn desa tari season,0.0,0.0,netral
tanyakanrl kkm desa tari,0.0,0.0,netral
kit dhat bedah lirik ost kkn desa tari https co yuormrjew,0.0,0.0,netral
anakpanadol merinding darl keinget scene kkn desa tari yg tiba nari hutan malam,0.0,0.0,netral
lanjut tonton kkn desa tari emut pocky,0.0,0.0,netral
gyuqxka kyk kkn desa tari,0.0,0.0,netral
icafasih syuting kkn desa tari wkwk,0.0,0.0,netral
nctzenbase byangin ntar jaemin kluar dri rumah hantu baju udah compang camping krna tarik renjun haechan wktu wahana kkn desa tari aja tarik renjun ga melar baju,0.0,0.0,netral
film indonesia tayang prime video ramadhan qodrat induk gajah srimulat hil mustahal sassy girl autobiogrphy miracle cell hitmen kkn desa tari https co p tgmjmvsy,0.0,0.0,netral
kkn desa tari juta tonton tahun telah,0.0,0.0,netral
nus coming prime video qodrat mar induk gajah mar srimulat hil mustahal mar sassy girl apr autobiography apr miracle cell apr hitmen apr kkn desa tari luwih dowo luwih medeni may,0.0,0.0,netral
yumewune tau ah kkn desa tari becomes top grossing film indo skrg org kek gin goblok think theyre mc horror movie,0.5,0.5,positif
tanyarlfes cerita simplem sinpenulis kkn desa tari,0.0,0.0,netral
malvin juan tanyakanrl bener sih bang kemungki ting gak percaya orang kayak film gw ga percaya film kkn desa tari true story yg percaya true story,0.65,0.35,positif
ardhitya tio arep nyaingi kkn desa tari dadi kkn desa,0.0,0.0,netral
upanpuan tanyarlfes backsound kkn desa tari pas iku,0.0,0.0,netral
moviemenfes nonton kkn desa tari doang,0.0,0.0,netral
hochiolatte msh kaya sih viral nya bareng kkn desa tari tp lupa akun yg nya search thread sewu dino muncul ka wkwk,0.0,0.0,netral
pecah warkop dki reborn juta tonton kkn desa tari juta tonton,0.0,0.0,netral
shinemahae adhityoagam tanyarlfes lho uy tulis kkn desa tari sewu dino sewu kali rem desa tari,0.0,0.0,netral
seribuanaja awisuryadi barangkali minat kkn desa tari pt bang,0.0,0.0,netral
nojakapan sakit hati kalo dipake bangkit listrik tenaga surya udh rang tapak tilas desa tari https co nejpiy ci,0.0,0.0,netral
tu kali baca thread simple man kkn desa tari ituu rem bgtt trus abis tu baca rem kkn desa tari,0.35714285714285715,0.0,netral
kuda kepang seram kkn desa tari tu cerita dikffkak,0.0,0.0,netral
desa banyuwangi rapopo kkn desa tari lesgo,0.0,0.0,netral
jenohukum desa tari,0.0,0.0,netral
kerja minionsnya simpleman horor yg booming lg kaya kkn desa tari goblok,0.0,0.0,netral
ubsansfess desa tari nder,0.0,0.0,netral
sambut ramadan keliling sungkem sinema lokal ustadz qodrat kkn desa tari leuwih dowo leuwih medeni sampe geng srimulat nih yg jd temen ngabuburit primevideoid,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
kkn desa tari extended version tayang prime video mei ti https co jurhvkwbph,0.0,0.0,netral
peaarrlyyy kkn desa tari,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
wafahusain ubsansfess camat kkn desa tari wkwk,0.0,0.0,netral
ubsansfess kelompok desa tari,0.0,0.0,netral
anj dapet kkn banyuwangi kkn desa tari ril kah,0.0,0.0,netral
review konten viral kkn desa tari milik nessie jugde nerror link https co ec cif mg pmmuajy masboi,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
theonlykiaz tanyarlfes mikir aja make logika cerita kek gin tuh banget tebar sosmed jatuh kaya cerita kkn desa tari tuh apalgi foto burem ga gitu ya skeptis,0.0,0.0,netral
tanyarlfes inget film sewu dino lanjut kkn desa tari,0.0,0.0,netral
trus random bacain thread wkwkk seru jg kaya pas baca cerita kkn desa tari scroll scroll ga asa,0.5,-0.5,negatif
cite pulau tu x byk jumpscare mcm kkn desa tari vibe seram ok tp scene tu brilliant jumpscare ending expect pon mcm tu pikir logic la ending tp sgt old cliche patotnya beyond expectation la sikit maybe nak happy ending kot,0.675,0.575,positif
myjeongooo indomyfess dancer desa tari iye kalik,0.0,0.0,netral
list film horror tonton bioskop since conjuring kkn desa tari maghrib udah ya kalo ga nambah kecuali insidious conjuring tayang,0.0,0.0,netral
ted kho piokharisma tuju aksen jawa aktor aktris film kkn desa tari ganggu bgt asli maksud gw kalo indo ya indo aja kalo jawa ya jawa,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
harga tiket kkn desa tari,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
oke review kkn desa tari peti film rilis sayang pan https co fauglpd ceritahoror,0.0,0.0,netral
tanyarlfes santet sunrise java desa tari,0.0,0.0,netral
tanyarlfes thread kkn desa tari,0.0,0.0,netral
padukakolorijo kosple kkn desa tari kak,0.0,0.0,netral
tanyarlfes santet ujung jawa kkn desa tari,0.0,0.0,netral
tanyarlfes baca thread kkn desa tari,0.0,0.0,netral
ambil batang cigaret usir penat dingin desa glagah angin tiup terpa pepoho depan rumah liuk liuk tari latar acara festival dance tambah suasana cekam malam kali desa glagah pintu rumah tetiba derit,0.0,0.0,netral
kyaiahy kkn desa tari,0.0,0.0,netral
firdaustaicho hezerisamsuri mcm scene kkn desa tari,0.0,0.0,netral
kkn desa tari film film horor indonesia rekor tonton https co ppfwtpggp,0.0,0.0,netral
masnovaa liat komen komennya jd ngebayangin wik wik tengah hutan dalem tendam ntar kena karma kayak film kkn desa tari wwkkwkw maaf salfok bang random jg komen ku hha,0.5,-0.5,negatif
kisah kkn desa tari angkat layar lebar https co j u hyqyj,0.0,0.0,netral
md pictures angkat kisah kkn desa tari layar lebar https co p nddtrahm,0.0,0.0,netral
sosok simpleman rahasia kkn desa tari https co f hdg nsjv,0.0,0.0,netral
dandhy laksono cucukdonartono nek antagonise beda teh ketoe kkn desa tari ki,0.0,0.0,netral
collegemenfess kkn tempat yg gaada sinyal wkwk masuk hutan bilang desa hutan pas survey lgsng mikir duh kaya kkn desa tari sempet gamau kkn seru pgn lagi gasemenakutkan mikir kaya pgn kkn sampe lulus gamau skripsi wkwk,0.6,-0.3,negatif
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
scaraameowz desa tari,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
mimpi mlm td jln bal jd kes kkn desa tari subuh,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
kkn desa tari gentayang layar lebar https co chbqw,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
nextjack scenariese magurameudin abeduh sih kkn desa tari gak ngeh,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari anjir bgt,0.0,0.0,netral
added new video kkn desa tari background metal https co ufbiqi ur video https co rm x,0.45454545454545453,0.13636363636363635,positif
sseongbe oh manoj punjabi ajak main kkn desa tari jgn,0.3333333333333333,0.16666666666666666,positif
psycheax desa tari ga,0.0,0.0,netral
kkn desa tari sewu dino itula prik bgt kaya rewatch kkn dikit dikit huaoooo,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
wahh iki cerita yg turut ngga kalah epic dr kkn desa tari mantul cc simplem,0.4,0.1,positif
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kkn desa tari adegan nya ngga,0.0,0.0,netral
keluarga bawa anak gua tonton tu banyak film horror anak kecil tk umur gua nonton kkn desa tari coi ni keluarga bawa tu anak bocil duduk atas gua oke kalo bawa masuk aja enggaa,0.0,0.0,netral
latiefahnfauzi kochengfs rasuk setan tari desa kkn kah,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
